기준_년분기_코드,행정동_코드,행정동_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
20214,1171064200,문정2동,LL,다이나믹,65,38,95,51
20214,1120072000,송정동,HL,상권축소,96,49,95,51
20214,1174057000,암사1동,LL,다이나믹,90,46,95,51
20214,1120066000,성수1가2동,LL,다이나믹,72,50,95,51
20214,1129081000,석관동,HH,정체,102,52,95,51
20214,1121577000,중곡4동,HH,정체,96,51,95,51
20214,1171062000,가락본동,LL,다이나믹,91,46,95,51
20214,1150064000,방화2동,LH,상권확장,89,52,95,51
20214,1150055000,화곡2동,LL,다이나믹,88,48,95,51
20214,1129070500,종암동,LH,상권확장,94,52,95,51
20214,1171055000,마천2동,HH,정체,105,52,95,51
20214,1154561000,독산1동,LH,상권확장,85,51,95,51
20214,1171054000,마천1동,HL,상권축소,99,46,95,51
20214,1174065000,성내2동,LL,다이나믹,94,45,95,51
20214,1126057500,면목3?8동,LL,다이나믹,89,47,95,51
20214,1126057000,면목7동,HL,상권축소,97,48,95,51
20214,1174059000,암사3동,LH,상권확장,69,53,95,51
20214,1123070500,청량리동,HH,정체,151,57,95,51
20214,1132051100,창1동,LL,다이나믹,87,49,95,51
20214,1121584000,자양3동,LL,다이나믹,84,51,95,51
20214,1121582000,자양1동,LL,다이나믹,94,49,95,51
20214,1156062000,양평2동,HL,상권축소,97,51,95,51
20214,1117052000,용산2가동,LL,다이나믹,75,44,95,51
20214,1147062000,신정1동,HL,상권축소,98,47,95,51
20214,1141072000,북가좌2동,LL,다이나믹,89,48,95,51
20214,1114067000,황학동,HH,정체,108,64,95,51
20214,1153074000,개봉1동,LH,상권확장,93,52,95,51
20214,1150057000,화곡4동,LL,다이나믹,91,47,95,51
20214,1162073500,대학동,LL,다이나믹,92,46,95,51
20214,1129076000,장위1동,LH,상권확장,90,51,95,51
20214,1138051000,녹번동,LL,다이나믹,80,50,95,51
20214,1114057000,필동,HH,정체,128,57,95,51
20214,1174056000,고덕2동,LL,다이나믹,61,50,95,51
20214,1171056600,오륜동,HH,정체,124,63,95,51
20214,1147053000,목3동,LL,다이나믹,94,51,95,51
20214,1121578000,능동,LH,상권확장,86,52,95,51
20214,1129057500,동선동,LL,다이나믹,93,49,95,51
20214,1153079000,수궁동,LH,상권확장,88,52,95,51
20214,1117063000,이촌1동,HH,정체,120,60,95,51
20214,1138056000,구산동,LL,다이나믹,83,50,95,51
20214,1132052100,도봉1동,HL,상권축소,100,50,95,51
20214,1159065000,사당4동,HL,상권축소,95,50,95,51
20214,1156058500,도림동,LL,다이나믹,90,50,95,51
20214,1117058000,효창동,LH,상권확장,90,58,95,51
20214,1141071000,북가좌1동,LL,다이나믹,79,45,95,51
20214,1147061000,신월6동,LH,상권확장,73,56,95,51
20214,1154563000,독산3동,HL,상권축소,105,47,95,51
20214,1120055000,사근동,LH,상권확장,87,51,95,51
20214,1135058000,월계3동,LH,상권확장,79,52,95,51
20214,1150053000,등촌2동,LL,다이나믹,93,47,95,51
20214,1126055000,면목5동,LL,다이나믹,78,47,95,51
20214,1130553400,삼양동,HL,상권축소,96,49,95,51
20214,1162066500,서림동,LL,다이나믹,88,50,95,51
20214,1159052000,노량진2동,HH,정체,117,58,95,51
20214,1165057000,반포2동,HH,정체,103,62,95,51
20214,1168051000,신사동,LL,다이나믹,90,48,95,51
20214,1130557500,삼각산동,LL,다이나믹,78,46,95,51
20214,1156063000,신길1동,HH,정체,110,51,95,51
20214,1126062000,묵1동,LL,다이나믹,83,49,95,51
20214,1162065500,신원동,LL,다이나믹,92,46,95,51
20214,1129061000,보문동,LL,다이나믹,92,51,95,51
20214,1162057500,행운동,HH,정체,97,51,95,51
20214,1165060000,방배1동,HH,정체,97,51,95,51
20214,1159060500,흑석동,HH,정체,96,55,95,51
20214,1126059000,상봉2동,LL,다이나믹,88,50,95,51
20214,1141055500,북아현동,HH,정체,111,56,95,51
20214,1156051500,영등포본동,LH,상권확장,85,53,95,51
20214,1144074000,상암동,LL,다이나믹,66,42,95,51
20214,1117068500,한남동,LH,상권확장,87,51,95,51
20214,1168063000,대치4동,LL,다이나믹,81,46,95,51
20214,1174070000,둔촌2동,LL,다이나믹,95,49,95,51
20214,1168053100,논현2동,LL,다이나믹,84,47,95,51
20214,1168054500,압구정동,HL,상권축소,96,47,95,51
20214,1171064600,장지동,LL,다이나믹,82,47,95,51
20214,1135062400,중계4동,LL,다이나믹,88,46,95,51
20214,1171061000,삼전동,LL,다이나믹,85,46,95,51
20214,1129063000,정릉2동,LH,상권확장,94,53,95,51
20214,1123073000,휘경2동,LL,다이나믹,74,49,95,51
20214,1153055000,구로4동,HL,상권축소,99,46,95,51
20214,1162063000,남현동,LH,상권확장,90,53,95,51
20214,1156061000,양평1동,LH,상권확장,80,52,95,51
20214,1126063000,묵2동,LL,다이나믹,90,49,95,51
20214,1159056000,상도4동,LL,다이나믹,86,50,95,51
20214,1150059000,화곡본동,LL,다이나믹,93,50,95,51
20214,1138055200,갈현2동,LL,다이나믹,83,49,95,51
20214,1165056000,반포1동,LL,다이나믹,85,44,95,51
20214,1171069000,잠실4동,LL,다이나믹,87,48,95,51
20214,1165065100,양재1동,LH,상권확장,94,51,95,51
20214,1150059300,화곡8동,LL,다이나믹,85,48,95,51
20214,1132051300,창3동,HL,상권축소,95,51,95,51
20214,1162056500,성현동,LL,다이나믹,80,47,95,51
20214,1132052200,도봉2동,LL,다이나믹,92,47,95,51
20214,1130559500,번1동,LL,다이나믹,89,45,95,51
20214,1150052000,등촌1동,LH,상권확장,80,51,95,51
20214,1162064500,서원동,LH,상권확장,89,54,95,51
20214,1126069000,신내2동,LL,다이나믹,91,49,95,51
20214,1111055000,부암동,LH,상권확장,94,54,95,51
20214,1144070000,망원2동,LL,다이나믹,85,46,95,51
20214,1129058000,돈암1동,LH,상권확장,76,53,95,51
20214,1120062000,금호4가동,LH,상권확장,94,53,95,51
20214,1138064000,증산동,HH,정체,106,52,95,51
20214,1132068000,쌍문3동,LL,다이나믹,92,49,95,51
20214,1168067000,개포2동,LH,상권확장,91,52,95,51
20214,1168072000,일원본동,LH,상권확장,92,52,95,51
20214,1117053000,남영동,HH,정체,100,55,95,51
20214,1153080000,항동,LL,다이나믹,33,47,95,51
20214,1168052100,논현1동,LL,다이나믹,89,46,95,51
20214,1150053500,등촌3동,LL,다이나믹,80,49,95,51
20214,1150064100,방화3동,LL,다이나믹,94,50,95,51
20214,1138063100,신사1동,LL,다이나믹,89,49,95,51
20214,1150063000,방화1동,LL,다이나믹,84,46,95,51
20214,1114054000,회현동,HH,정체,146,68,95,51
20214,1121571000,화양동,LL,다이나믹,82,49,95,51
20214,1150061100,발산1동,LL,다이나믹,67,50,95,51
20214,1165053100,서초4동,HH,정체,106,51,95,51
20214,1165052000,서초2동,LL,다이나믹,84,47,95,51
20214,1150059100,화곡6동,LL,다이나믹,82,45,95,51
20214,1114065000,신당5동,LL,다이나믹,86,51,95,51
20214,1141052000,천연동,HH,정체,105,54,95,51
20214,1165051000,서초1동,HH,정체,108,53,95,51
20214,1144072000,성산1동,LL,다이나믹,89,49,95,51
20214,1126065500,망우본동,HL,상권축소,97,49,95,51
20214,1165058100,반포4동,HH,정체,131,61,95,51
20214,1121584700,자양4동,HL,상권축소,96,49,95,51
20214,1147060000,신월5동,LL,다이나믹,91,50,95,51
20214,1135062500,중계2?3동,LH,상권확장,83,52,95,51
20214,1171053100,거여1동,LL,다이나믹,91,47,95,51
20214,1130554500,송중동,LL,다이나믹,84,48,95,51
20214,1156056000,당산2동,LL,다이나믹,89,51,95,51
20214,1156068000,신길6동,HL,상권축소,95,50,95,51
20214,1147067000,신정6동,LL,다이나믹,82,46,95,51
20214,1159068000,신대방2동,HH,정체,98,51,95,51
20214,1154571000,시흥5동,HH,정체,99,51,95,51
20214,1135071000,상계9동,LL,다이나믹,91,50,95,51
20214,1121576000,중곡3동,LL,다이나믹,90,47,95,51
20214,1117057000,원효로2동,HH,정체,121,53,95,51
20214,1130555500,송천동,HL,상권축소,98,49,95,51
20214,1162077500,난곡동,LH,상권확장,94,53,95,51
20214,1135057000,월계2동,LL,다이나믹,79,51,95,51
20214,1121586000,구의2동,LH,상권확장,85,54,95,51
20214,1120056000,행당1동,LH,상권확장,93,52,95,51
20214,1171051000,풍납1동,HH,정체,112,52,95,51
20214,1168065600,도곡2동,HL,상권축소,100,50,95,51
20214,1111068000,창신2동,HH,정체,103,56,95,51
20214,1153077000,오류1동,LH,상권확장,89,53,95,51
20214,1117059000,용문동,HH,정체,101,51,95,51
20214,1162071500,난향동,LL,다이나믹,69,47,95,51
20214,1165066000,내곡동,HH,정체,100,63,95,51
20214,1123074000,이문1동,HH,정체,102,54,95,51
20214,1147059000,신월4동,HL,상권축소,95,49,95,51
20214,1171068000,잠실3동,HH,정체,104,63,95,51
20214,1135072000,상계10동,LL,다이나믹,71,47,95,51
20214,1111057000,무악동,HH,정체,96,63,95,51
20214,1159063000,사당2동,HL,상권축소,99,50,95,51
20214,1138063200,신사2동,LL,다이나믹,83,49,95,51
20214,1123075000,이문2동,LH,상권확장,88,51,95,51
20214,1135066500,상계3?4동,LL,다이나믹,93,51,95,51
20214,1153053000,구로2동,HH,정체,126,54,95,51
20214,1144068000,합정동,LL,다이나믹,71,47,95,51
20214,1126056500,면목본동,LL,다이나믹,91,46,95,51
20214,1168075000,수서동,HH,정체,100,55,95,51
20214,1174061000,천호2동,LL,다이나믹,93,51,95,51
20214,1156060500,문래동,LH,상권확장,88,52,95,51
20214,1114062500,다산동,LH,상권확장,92,54,95,51
20214,1111071000,숭인2동,HL,상권축소,105,46,95,51
20214,1144071000,연남동,LL,다이나믹,56,42,95,51
20214,1159067000,신대방1동,HL,상권축소,105,48,95,51
20214,1144060000,대흥동,HH,정체,95,53,95,51
20214,1138057000,대조동,LL,다이나믹,93,51,95,51
20214,1168065500,도곡1동,HL,상권축소,96,51,95,51
20214,1171067000,잠실2동,LL,다이나믹,78,41,95,51
20214,1129066000,길음1동,LH,상권확장,92,57,95,51
20214,1165054000,잠원동,LL,다이나믹,93,49,95,51
20214,1156065000,신길3동,HH,정체,111,56,95,51
20214,1123057000,전농2동,HL,상권축소,97,50,95,51
20214,1135061900,중계본동,LL,다이나믹,85,47,95,51
20214,1154564000,독산4동,HL,상권축소,99,47,95,51
20214,1153076000,개봉3동,HL,상권축소,108,49,95,51
20214,1156069000,신길7동,LL,다이나믹,85,49,95,51
20214,1162076500,미성동,HH,정체,100,51,95,51
20214,1114058000,장충동,HH,정체,120,58,95,51
20214,1144069000,망원1동,LL,다이나믹,69,47,95,51
20214,1150062000,공항동,LL,다이나믹,87,49,95,51
20214,1171064700,위례동,LL,다이나믹,40,27,95,51
20214,1120052000,왕십리2동,LH,상권확장,82,51,95,51
20214,1162074500,삼성동,HH,정체,103,54,95,51
20214,1123072000,휘경1동,LH,상권확장,94,52,95,51
20214,1159064000,사당3동,LL,다이나믹,91,49,95,51
20214,1123053600,용신동,HH,정체,102,51,95,51
20214,1174054000,명일2동,LH,상권확장,94,54,95,51
20214,1171058000,송파1동,LL,다이나믹,91,47,95,51
20214,1150054000,화곡1동,LL,다이나믹,90,47,95,51
20214,1120059000,금호1가동,LH,상권확장,82,52,95,51
20214,1129078000,장위3동,LH,상권확장,90,58,95,51
20214,1156066000,신길4동,HL,상권축소,98,50,95,51
20214,1153075000,개봉2동,LH,상권확장,93,54,95,51
20214,1147058000,신월3동,HL,상권축소,108,49,95,51
20214,1168060000,대치1동,HH,정체,102,51,95,51
20214,1126060000,중화1동,LL,다이나믹,92,50,95,51
20214,1141056500,충현동,HH,정체,109,55,95,51
20214,1153052000,구로1동,HL,상권축소,102,50,95,51
20214,1154569000,시흥3동,HH,정체,130,59,95,51
20214,1114066500,동화동,LH,상권확장,88,52,95,51
20214,1111069000,창신3동,LL,다이나믹,83,51,95,51
20214,1123065000,장안1동,HL,상권축소,98,48,95,51
20214,1114055000,명동,HH,정체,143,57,95,51
20214,1138069000,진관동,LL,다이나믹,60,45,95,51
20214,1156054000,여의동,HH,정체,110,51,95,51
20214,1138059000,응암2동,LL,다이나믹,70,48,95,51
20214,1141070000,남가좌2동,LL,다이나믹,88,49,95,51
20214,1117055500,청파동,HH,정체,103,51,95,51
20214,1111053000,사직동,HH,정체,115,58,95,51
20214,1114060500,을지로동,HH,정체,152,68,95,51
20214,1132067000,쌍문2동,LL,다이나믹,94,48,95,51
20214,1165065200,양재2동,HL,상권축소,119,50,95,51
20214,1111061500,종로1?2?3?4가동,HH,정체,138,66,95,51
20214,1147055000,목5동,LL,다이나믹,89,50,95,51
20214,1159054000,상도2동,HH,정체,100,54,95,51
20214,1144058500,도화동,HH,정체,96,52,95,51
20214,1168056500,청담동,LL,다이나믹,90,50,95,51
20214,1123061000,답십리2동,HH,정체,115,56,95,51
20214,1123054500,제기동,HH,정체,117,60,95,51
20214,1126054000,면목4동,LL,다이나믹,87,46,95,51
20214,1126068000,신내1동,LL,다이나믹,80,48,95,51
20214,1129072500,월곡2동,LL,다이나믹,93,51,95,51
20214,1147054000,목4동,LL,다이나믹,93,44,95,51
20214,1150060300,가양1동,LL,다이나믹,49,40,95,51
20214,1121585000,구의1동,HL,상권축소,98,49,95,51
20214,1165061000,방배2동,LH,상권확장,90,53,95,51
20214,1154562000,독산2동,LL,다이나믹,93,48,95,51
20214,1174066000,성내3동,HL,상권축소,98,46,95,51
20214,1141069000,남가좌1동,HH,정체,104,60,95,51
20214,1159062000,사당1동,LL,다이나믹,90,49,95,51
20214,1174055000,고덕1동,LL,다이나믹,69,49,95,51
20214,1153051000,신도림동,LL,다이나믹,85,48,95,51
20214,1130566000,인수동,LL,다이나믹,87,45,95,51
20214,1121574000,중곡1동,LL,다이나믹,94,49,95,51
20214,1141062000,홍제1동,HH,정체,102,53,95,51
20214,1171056200,방이2동,LL,다이나믹,86,48,95,51
20214,1147052000,목2동,LL,다이나믹,87,50,95,51
20214,1153078000,오류2동,LL,다이나믹,77,48,95,51
20214,1171052000,풍납2동,HH,정체,109,52,95,51
20214,1132066000,쌍문1동,LL,다이나믹,86,48,95,51
20214,1159066000,대방동,HH,정체,97,51,95,51
20214,1138058000,응암1동,LH,상권확장,93,51,95,51
20214,1147057000,신월2동,LH,상권확장,93,51,95,51
20214,1144061000,염리동,LL,다이나믹,82,49,95,51
20214,1117056000,원효로1동,HH,정체,112,55,95,51
20214,1150060400,가양2동,LH,상권확장,88,52,95,51
20214,1154567000,시흥1동,HH,정체,97,51,95,51
20214,1111051500,청운효자동,LH,상권확장,87,54,95,51
20214,1159055000,상도3동,LL,다이나믹,89,47,95,51
20214,1141065500,홍제2동,HH,정체,96,56,95,51
20214,1165055000,반포본동,HH,정체,136,60,95,51
20214,1153073000,고척2동,HL,상권축소,99,49,95,51
20214,1111056000,평창동,HH,정체,100,57,95,51
20214,1129077000,장위2동,HH,정체,113,55,95,51
20214,1132068100,쌍문4동,LL,다이나믹,82,49,95,51
20221,1129052500,성북동,HH,정체,99,55,97,51
20221,1111063000,종로5?6가동,HH,정체,127,65,97,51
20221,1111054000,삼청동,LH,상권확장,94,54,97,51
20221,1111070000,숭인1동,HH,정체,98,57,97,51
20221,1147065000,신정4동,LL,다이나믹,94,47,97,51
20221,1117066000,이태원2동,LL,다이나믹,75,46,97,51
20221,1144066000,서교동,LL,다이나믹,78,46,97,51
20221,1154551000,가산동,LL,다이나믹,78,47,97,51
20221,1165058000,반포3동,HH,정체,111,58,97,51
20221,1162069500,신림동,LL,다이나믹,91,48,97,51
20221,1159065100,사당5동,LL,다이나믹,85,50,97,51
20221,1153054000,구로3동,LL,다이나믹,81,46,97,51
20221,1126061000,중화2동,HL,상권축소,97,48,97,51
20221,1144059000,용강동,HL,상권축소,98,50,97,51
20221,1141058500,신촌동,LL,다이나믹,97,50,97,51
20221,1121583000,자양2동,LL,다이나믹,95,49,97,51
20221,1120064500,옥수동,LL,다이나믹,76,48,97,51
20221,1168059000,삼성2동,LL,다이나믹,91,46,97,51
20221,1121581000,광장동,LH,상권확장,87,52,97,51
20221,1174062000,천호3동,LL,다이나믹,95,48,97,51
20221,1135059500,공릉1동,LL,다이나믹,95,50,97,51
20221,1168074000,일원2동,HL,상권축소,102,50,97,51
20221,1168061000,대치2동,HH,정체,98,51,97,51
20221,1174053000,명일1동,LL,다이나믹,96,49,97,51
20221,1130562500,수유2동,LL,다이나믹,88,50,97,51
20221,1171056100,방이1동,LL,다이나믹,93,48,97,51
20221,1117069000,서빙고동,LH,상권확장,95,58,97,51
20221,1120054000,마장동,HH,정체,117,61,97,51
20221,1150051000,염창동,LH,상권확장,92,54,97,51
20221,1129055500,삼선동,HH,정체,99,51,97,51
20221,1114063500,약수동,LH,상권확장,93,55,97,51
20221,1135067000,상계5동,LL,다이나믹,89,47,97,51
20221,1147061100,신월7동,HL,상권축소,100,45,97,51
20221,1147051000,목1동,LL,다이나믹,86,49,97,51
20221,1117070000,보광동,LH,상권확장,97,51,97,51
20221,1162072500,조원동,HL,상권축소,103,46,97,51
20221,1121575000,중곡2동,HL,상권축소,98,47,97,51
20221,1147063000,신정2동,LL,다이나믹,92,49,97,51
20221,1147064000,신정3동,LH,상권확장,89,51,97,51
20221,1150061500,우장산동,LL,다이나믹,82,48,97,51
20221,1135056000,월계1동,LL,다이나믹,93,51,97,51
20221,1156067000,신길5동,LL,다이나믹,90,50,97,51
20221,1174064000,성내1동,HL,상권축소,99,49,97,51
20221,1156070000,대림1동,HL,상권축소,106,48,97,51
20221,1171053200,거여2동,LH,상권확장,93,52,97,51
20221,1123066000,장안2동,LL,다이나믹,96,47,97,51
20221,1141068500,홍은2동,LH,상권확장,92,53,97,51
20221,1138062500,역촌동,LL,다이나믹,86,48,97,51
20221,1135060000,공릉2동,LL,다이나믹,81,49,97,51
20221,1135063000,상계1동,LL,다이나믹,87,47,97,51
20221,1130564500,우이동,LL,다이나믹,92,51,97,51
20221,1162062500,인헌동,LH,상권확장,91,51,97,51
20221,1121573000,군자동,LL,다이나믹,87,49,97,51
20221,1120058000,응봉동,LL,다이나믹,84,49,97,51
20221,1150060500,가양3동,LH,상권확장,85,54,97,51
20221,1129064000,정릉3동,LH,상권확장,95,56,97,51
20221,1135061100,하계1동,LH,상권확장,89,51,97,51
20221,1132070000,방학2동,LL,다이나믹,95,46,97,51
20221,1171063100,가락1동,HH,정체,155,99,97,51
20221,1135070000,상계8동,LH,상권확장,82,52,97,51
20221,1174069000,둔촌1동,HH,정체,151,61,97,51
20221,1111065000,혜화동,HH,정체,104,52,97,51
20221,1111064000,이화동,LH,상권확장,93,55,97,51
20221,1111060000,가회동,HH,정체,98,57,97,51
20221,1111058000,교남동,HH,정체,112,56,97,51
20221,1132051400,창4동,LL,다이나믹,94,49,97,51
20221,1114061500,신당동,LH,상권확장,93,62,97,51
20221,1126066000,망우3동,LL,다이나믹,91,45,97,51
20221,1114064500,청구동,LL,다이나믹,88,48,97,51
20221,1144056500,공덕동,HH,정체,107,53,97,51
20221,1165053000,서초3동,HH,정체,102,52,97,51
20221,1138060000,응암3동,HL,상권축소,101,50,97,51
20221,1120069000,성수2가3동,LH,상권확장,81,52,97,51
20221,1138055100,갈현1동,LL,다이나믹,91,48,97,51
20221,1123060000,답십리1동,LH,상권확장,90,52,97,51
20221,1174052000,상일동,LL,다이나믹,72,49,97,51
20221,1174060000,천호1동,LL,다이나믹,87,47,97,51
20221,1117065000,이태원1동,HH,정체,120,61,97,51
20221,1153056000,구로5동,LL,다이나믹,89,48,97,51
20221,1168058000,삼성1동,LH,상권확장,93,54,97,51
20221,1135069500,상계6?7동,LL,다이나믹,94,48,97,51
20221,1141061500,연희동,LH,상권확장,92,52,97,51
20221,1171071000,잠실6동,LL,다이나믹,88,50,97,51
20221,1129059000,돈암2동,LL,다이나믹,77,45,97,51
20221,1123071000,회기동,LL,다이나믹,91,47,97,51
20221,1121587000,구의3동,HH,정체,110,56,97,51
20221,1130561500,수유1동,HL,상권축소,100,49,97,51
20221,1171059000,송파2동,LL,다이나믹,94,45,97,51
20221,1168073000,일원1동,HL,상권축소,110,50,97,51
20221,1162059500,청룡동,LL,다이나믹,90,47,97,51
20221,1162068500,신사동,LL,다이나믹,90,47,97,51
20221,1162054500,청림동,LL,다이나믹,77,49,97,51
20221,1156055000,당산1동,HL,상권축소,98,50,97,51
20221,1159051000,노량진1동,HH,정체,114,60,97,51
20221,1162060500,은천동,LL,다이나믹,89,47,97,51
20221,1117051000,후암동,LH,상권확장,93,55,97,51
20221,1120067000,성수2가1동,LL,다이나믹,87,49,97,51
20221,1120079000,용답동,HH,정체,125,56,97,51
20221,1171064100,문정1동,LL,다이나믹,93,49,97,51
20221,1171057000,오금동,HL,상권축소,98,51,97,51
20221,1120057000,행당2동,LL,다이나믹,77,50,97,51
20221,1154570000,시흥4동,HL,상권축소,97,44,97,51
20221,1132051500,창5동,LL,다이나믹,93,48,97,51
20221,1114068000,중림동,HH,정체,106,56,97,51
20221,1153059500,가리봉동,HL,상권축소,103,46,97,51
20221,1162061500,중앙동,LL,다이나믹,96,48,97,51
20221,1129062000,정릉1동,LH,상권확장,94,51,97,51
20221,1154568000,시흥2동,LL,다이나믹,74,49,97,51
20221,1135061200,하계2동,LH,상권확장,83,51,97,51
20221,1129065000,정릉4동,LH,상권확장,88,54,97,51
20221,1156071000,대림2동,LL,다이나믹,86,44,97,51
20221,1129071500,월곡1동,LL,다이나믹,94,49,97,51
20221,1174058000,암사2동,LL,다이나믹,94,49,97,51
20221,1147068000,신정7동,LL,다이나믹,90,50,97,51
20221,1150056000,화곡3동,LL,다이나믹,86,47,97,51
20221,1111067000,창신1동,HH,정체,111,64,97,51
20221,1126058000,상봉1동,LL,다이나믹,82,47,97,51
20221,1114052000,소공동,HH,정체,137,68,97,51
20221,1114059000,광희동,HH,정체,138,56,97,51
20221,1171060000,석촌동,LL,다이나믹,89,47,97,51
20221,1138053000,불광2동,HH,정체,97,51,97,51
20221,1120065000,성수1가1동,LH,상권확장,84,52,97,51
20221,1117062500,한강로동,HH,정체,117,57,97,51
20221,1126052000,면목2동,HL,상권축소,98,47,97,51
20221,1130563500,수유3동,LL,다이나믹,94,46,97,51
20221,1144065500,서강동,LL,다이나믹,76,44,97,51
20221,1168064000,역삼1동,LL,다이나믹,88,46,97,51
20221,1120061500,금호2?3가동,HH,정체,98,54,97,51
20221,1141064000,홍제3동,HH,정체,106,57,97,51
20221,1168065000,역삼2동,LL,다이나믹,86,46,97,51
20221,1138052000,불광1동,LH,상권확장,94,53,97,51
20221,1130560800,번3동,LL,다이나믹,93,46,97,51
20221,1165062100,방배4동,HH,정체,110,54,97,51
20221,1132069000,방학1동,LL,다이나믹,90,47,97,51
20221,1174068500,길동,LL,다이나믹,93,47,97,51
20221,1153072000,고척1동,HH,정체,102,52,97,51
20221,1130553500,미아동,LL,다이나믹,88,47,97,51
20221,1171065000,잠실본동,LL,다이나믹,97,48,97,51
20221,1135064000,상계2동,LL,다이나믹,89,46,97,51
20221,1141066000,홍은1동,LH,상권확장,96,55,97,51
20221,1147056000,신월1동,LL,다이나믹,97,46,97,51
20221,1156072000,대림3동,HL,상권축소,102,45,97,51
20221,1129060000,안암동,LH,상권확장,93,51,97,51
20221,1129068500,길음2동,LL,다이나믹,86,50,97,51
20221,1120053500,왕십리도선동,LL,다이나믹,78,49,97,51
20221,1132071000,방학3동,LH,상권확장,85,51,97,51
20221,1165062000,방배3동,HH,정체,118,52,97,51
20221,1144063000,신수동,LH,상권확장,84,51,97,51
20221,1123056000,전농1동,LH,상권확장,96,51,97,51
20221,1135062100,중계1동,LL,다이나믹,87,49,97,51
20221,1117064000,이촌2동,HH,정체,103,64,97,51
20221,1144073000,성산2동,LH,상권확장,91,55,97,51
20221,1168070000,세곡동,LL,다이나믹,63,43,97,51
20221,1168069000,개포4동,HL,상권축소,109,49,97,51
20221,1162058500,낙성대동,LL,다이나믹,82,49,97,51
20221,1165059000,방배본동,HL,상권축소,108,49,97,51
20221,1130560300,번2동,LL,다이나믹,90,51,97,51
20221,1159053000,상도1동,LH,상권확장,94,53,97,51
20221,1144055500,아현동,LH,상권확장,94,53,97,51
20221,1171063200,가락2동,HL,상권축소,97,49,97,51
20221,1162052500,보라매동,LL,다이나믹,85,50,97,51
20221,1138065000,수색동,HH,정체,121,61,97,51
20221,1174051500,강일동,LL,다이나믹,55,43,97,51
20221,1168066000,개포1동,HH,정체,102,62,97,51
20221,1132051200,창2동,LL,다이나믹,91,48,97,51
20221,1171072000,잠실7동,HH,정체,121,63,97,51
20221,1129070500,종암동,LH,상권확장,95,52,97,51
20221,1121578000,능동,LH,상권확장,87,52,97,51
20221,1114067000,황학동,HH,정체,111,63,97,51
20221,1123070500,청량리동,HH,정체,153,57,97,51
20221,1162073500,대학동,LL,다이나믹,94,46,97,51
20221,1126057000,면목7동,HL,상권축소,99,48,97,51
20221,1138056000,구산동,LL,다이나믹,85,50,97,51
20221,1147062000,신정1동,HL,상권축소,101,47,97,51
20221,1120072000,송정동,HL,상권축소,97,49,97,51
20221,1126057500,면목3?8동,LL,다이나믹,91,47,97,51
20221,1121577000,중곡4동,HH,정체,98,51,97,51
20221,1138051000,녹번동,LL,다이나믹,82,50,97,51
20221,1132052100,도봉1동,HL,상권축소,103,50,97,51
20221,1174059000,암사3동,LH,상권확장,72,53,97,51
20221,1150055000,화곡2동,LL,다이나믹,89,48,97,51
20221,1129057500,동선동,LL,다이나믹,95,49,97,51
20221,1114057000,필동,HH,정체,129,57,97,51
20221,1141071000,북가좌1동,LL,다이나믹,82,45,97,51
20221,1120066000,성수1가2동,LL,다이나믹,74,50,97,51
20221,1129076000,장위1동,LH,상권확장,92,51,97,51
20221,1117063000,이촌1동,HH,정체,123,61,97,51
20221,1174065000,성내2동,LL,다이나믹,96,45,97,51
20221,1150057000,화곡4동,LL,다이나믹,93,47,97,51
20221,1156053500,영등포동,HH,정체,119,57,97,51
20221,1156062000,양평2동,HL,상권축소,100,51,97,51
20221,1154561000,독산1동,LH,상권확장,87,52,97,51
20221,1147053000,목3동,LL,다이나믹,96,51,97,51
20221,1117058000,효창동,LH,상권확장,93,59,97,51
20221,1174056000,고덕2동,LL,다이나믹,62,50,97,51
20221,1150064000,방화2동,LH,상권확장,92,52,97,51
20221,1126055000,면목5동,LL,다이나믹,80,47,97,51
20221,1141072000,북가좌2동,LL,다이나믹,92,48,97,51
20221,1153074000,개봉1동,LH,상권확장,95,52,97,51
20221,1121582000,자양1동,LL,다이나믹,96,49,97,51
20221,1117052000,용산2가동,LL,다이나믹,77,44,97,51
20221,1171064200,문정2동,LL,다이나믹,68,39,97,51
20221,1171056600,오륜동,HH,정체,125,63,97,51
20221,1171055000,마천2동,HH,정체,106,52,97,51
20221,1162066500,서림동,LL,다이나믹,90,50,97,51
20221,1130553400,삼양동,HL,상권축소,98,49,97,51
20221,1171062000,가락본동,LL,다이나믹,94,46,97,51
20221,1154563000,독산3동,HL,상권축소,107,47,97,51
20221,1171054000,마천1동,HL,상권축소,102,46,97,51
20221,1129081000,석관동,HH,정체,104,52,97,51
20221,1159052000,노량진2동,HH,정체,120,58,97,51
20221,1132051100,창1동,LL,다이나믹,89,49,97,51
20221,1121584000,자양3동,LL,다이나믹,86,51,97,51
20221,1147061000,신월6동,LH,상권확장,75,56,97,51
20221,1150053000,등촌2동,LL,다이나믹,95,48,97,51
20221,1174057000,암사1동,LL,다이나믹,92,46,97,51
20221,1156058500,도림동,LL,다이나믹,92,50,97,51
20221,1153079000,수궁동,LH,상권확장,91,52,97,51
20221,1159065000,사당4동,HL,상권축소,98,50,97,51
20221,1135058000,월계3동,LH,상권확장,83,52,97,51
